"Book Name","Enhanced Typesetting Status","Conversion Status","Error Count","Quality Issue Count","Output File Path","Log File Path","Quality Report Path"
"dict","Not Supported","Success","0","0","D:\Projects\traditional-chinese-kindle-dict\concised-dict-converter\nochinese 2021\output\Mobi\dict.mobi","D:\Projects\traditional-chinese-kindle-dict\concised-dict-converter\nochinese 2021\output\Logs\dict_log.csv",""
